FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.9190928,9190928,POINT (16.42211075608993 48.210941447519154),Stadion,Stadion,N81,,12,https://anachb.vor.at?P=SQ&input=Wien%20Stadion&start=1,
OEFFHALTESTOGD.9190929,9190929,POINT (16.42164365929523 48.21086354840483),Stadion,Stadion,"77A, 11A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Stadion&start=1,
OEFFHALTESTOGD.9190930,9190930,POINT (16.427078429295882 48.20854085587243),Marathonweg,Marathonweg,"77A, N81, 79A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Marathonweg&start=1,
OEFFHALTESTOGD.9190931,9190931,POINT (16.427078429295882 48.20854085587243),Marathonweg,Marathonweg,N81,,10,https://anachb.vor.at?P=SQ&input=Wien%20Marathonweg&start=1,
OEFFHALTESTOGD.9190932,9190932,POINT (16.427078429295882 48.20854085587243),Marathonweg,Marathonweg,N81,,11,https://anachb.vor.at?P=SQ&input=Wien%20Marathonweg&start=1,
OEFFHALTESTOGD.9190933,9190933,POINT (16.427078429295882 48.20854085587243),Marathonweg,Marathonweg,N81,,13,https://anachb.vor.at?P=SQ&input=Wien%20Marathonweg&start=1,
OEFFHALTESTOGD.9190934,9190934,POINT (16.427078429295882 48.20854085587243),Marathonweg,Marathonweg,N81,,12,https://anachb.vor.at?P=SQ&input=Wien%20Marathonweg&start=1,
OEFFHALTESTOGD.9190935,9190935,POINT (16.426575332239178 48.208834154587656),Marathonweg,Marathonweg,"77A, N81",,2,https://anachb.vor.at?P=SQ&input=Wien%20Marathonweg&start=1,
OEFFHALTESTOGD.9190936,9190936,POINT (16.426575332239178 48.208834154587656),Marathonweg,Marathonweg,N81,,10,https://anachb.vor.at?P=SQ&input=Wien%20Marathonweg&start=1,
OEFFHALTESTOGD.9190937,9190937,POINT (16.426575332239178 48.208834154587656),Marathonweg,Marathonweg,N81,,11,https://anachb.vor.at?P=SQ&input=Wien%20Marathonweg&start=1,
OEFFHALTESTOGD.9190938,9190938,POINT (16.426575332239178 48.208834154587656),Marathonweg,Marathonweg,N81,,13,https://anachb.vor.at?P=SQ&input=Wien%20Marathonweg&start=1,
OEFFHALTESTOGD.9190939,9190939,POINT (16.426575332239178 48.208834154587656),Marathonweg,Marathonweg,N81,,12,https://anachb.vor.at?P=SQ&input=Wien%20Marathonweg&start=1,
OEFFHALTESTOGD.9190940,9190940,POINT (16.436995771166284 48.20148818320949),Schipanygasse,Schipanygasse,"77A, 79A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Schipanygasse&start=1,
OEFFHALTESTOGD.9190941,9190941,POINT (16.436905870700976 48.20143438391592),Schipanygasse,Schipanygasse,"77A, 79A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Schipanygasse&start=1,
OEFFHALTESTOGD.9190942,9190942,POINT (16.39597890130329 48.2229544061153),Leopold-Moses-Gasse,Leopold-Moses-Gasse,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopold-Moses-Gasse&start=1,
OEFFHALTESTOGD.9190943,9190943,POINT (16.395188406077377 48.223343405107194),Leopold-Moses-Gasse,Leopold-Moses-Gasse,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Leopold-Moses-Gasse&start=1,
OEFFHALTESTOGD.9190944,9190944,POINT (16.399078084598667 48.22220030789588),Harkortstraße,Harkortstraße,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Harkortstraße&start=1,
OEFFHALTESTOGD.9190945,9190945,POINT (16.39898818538895 48.222152408334544),Harkortstraße,Harkortstraße,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Harkortstraße&start=1,
OEFFHALTESTOGD.9190946,9190946,POINT (16.40237486692036 48.22046461411906),Erlafstraße,Erlafstraße,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Erlafstraße&start=1,
OEFFHALTESTOGD.9190947,9190947,POINT (16.384709695492752 48.298206437336844),Langenzersdorfer Straße,Langenzersdorfer Straße,850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Langenzersdorfer%20Straße&start=1,
OEFFHALTESTOGD.9190948,9190948,POINT (16.40116216979585 48.2182441253679),Molkereistraße,Molkereistraße,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Molkereistraße&start=1,
OEFFHALTESTOGD.9190949,9190949,POINT (16.400461475872177 48.22093151335519),Max-Winter-Platz,Max-Winter-Platz,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Max-Winter-Platz&start=1,
OEFFHALTESTOGD.9190950,9190950,POINT (16.295996788646537 48.150624413932974),"Atzgersdorf, Ziedlergasse","Atzgersdorf, Ziedlergasse",64A,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf,%20Ziedlergasse&start=1",
OEFFHALTESTOGD.9190951,9190951,POINT (16.29520629406879 48.15148741024072),"Atzgersdorf, Ziedlergasse","Atzgersdorf, Ziedlergasse","58A, 58B",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Atzgersdorf,%20Ziedlergasse&start=1",
OEFFHALTESTOGD.9190952,9190952,POINT (16.295323123022904 48.172333510586505),Melchartgasse,Melchartgasse,"56A, 56B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Melchartgasse&start=1,
OEFFHALTESTOGD.9190953,9190953,POINT (16.295125424631877 48.172591109100786),Melchartgasse,Melchartgasse,"56A, 56B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Melchartgasse&start=1,
OEFFHALTESTOGD.9190954,9190954,POINT (16.390553061391376 48.17564623526994),Absberggasse,Absberggasse,"6, 11, N6",,1,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9190955,9190955,POINT (16.390553061391376 48.17564623526994),Absberggasse,Absberggasse,"6, 11, N6",,2,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9190956,9190956,POINT (16.390553061391376 48.17564623526994),Absberggasse,Absberggasse,N6,,10,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9190957,9190957,POINT (16.390553061391376 48.17564623526994),Absberggasse,Absberggasse,N6,,11,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9190958,9190958,POINT (16.391370458782298 48.17590983385212),Absberggasse,Absberggasse,"6, 11, N6",,1,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9190959,9190959,POINT (16.391370458782298 48.17590983385212),Absberggasse,Absberggasse,"6, 11, N6",,2,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9190960,9190960,POINT (16.391370458782298 48.17590983385212),Absberggasse,Absberggasse,N6,,10,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9190961,9190961,POINT (16.391370458782298 48.17590983385212),Absberggasse,Absberggasse,N6,,11,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9190962,9190962,POINT (16.390364364111218 48.17647293171535),Absberggasse,Absberggasse,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9190963,9190963,POINT (16.390130865268766 48.17620333311042),Absberggasse,Absberggasse,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Absberggasse&start=1,
OEFFHALTESTOGD.9190964,9190964,POINT (16.48299825226656 48.20626593229632),Niedermeierweg,Niedermeierweg,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Niedermeierweg&start=1,
OEFFHALTESTOGD.9190965,9190965,POINT (16.48304315249078 48.20634373157959),Niedermeierweg,Niedermeierweg,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Niedermeierweg&start=1,
OEFFHALTESTOGD.9190966,9190966,POINT (16.38288140451166 48.17914452332427),Hlawkagasse,Hlawkagasse,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Hlawkagasse&start=1,
OEFFHALTESTOGD.9190967,9190967,POINT (16.382845503773822 48.17909662385033),Hlawkagasse,Hlawkagasse,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Hlawkagasse&start=1,
OEFFHALTESTOGD.9190968,9190968,POINT (16.426368821685656 48.27292744952445),Neu Leopoldau,Neu Leopoldau,"N30, 30A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Leopoldau&start=1,
OEFFHALTESTOGD.9190969,9190969,POINT (16.426368821685656 48.27292744952445),Neu Leopoldau,Neu Leopoldau,N30,,10,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Leopoldau&start=1,
OEFFHALTESTOGD.9190970,9190970,POINT (16.426368821685656 48.27292744952445),Neu Leopoldau,Neu Leopoldau,N30,,11,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Leopoldau&start=1,
OEFFHALTESTOGD.9190971,9190971,POINT (16.426368821685656 48.27292744952445),Neu Leopoldau,Neu Leopoldau,N30,,13,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Leopoldau&start=1,
OEFFHALTESTOGD.9190972,9190972,POINT (16.426368821685656 48.27292744952445),Neu Leopoldau,Neu Leopoldau,N30,,12,https://anachb.vor.at?P=SQ&input=Wien%20Neu%20Leopoldau&start=1,
OEFFHALTESTOGD.9190973,9190973,POINT (16.42099693753626 48.264879091144316),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,"N30, 29B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9190974,9190974,POINT (16.42099693753626 48.264879091144316),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,10,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9190975,9190975,POINT (16.42099693753626 48.264879091144316),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,11,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9190976,9190976,POINT (16.42099693753626 48.264879091144316),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,13,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9190977,9190977,POINT (16.42099693753626 48.264879091144316),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,12,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9190978,9190978,POINT (16.420853136999735 48.264789391395496),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,"N30, 29B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9190979,9190979,POINT (16.420853136999735 48.264789391395496),Ferdinand-Platzer-Gasse,Ferdinand-Platzer-Gasse,N30,,10,https://anachb.vor.at?P=SQ&input=Wien%20Ferdinand-Platzer-Gasse&start=1,
OEFFHALTESTOGD.9304734,9304734,POINT (16.410522522212396 48.21738222421169),Elderschplatz,Elderschplatz,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Elderschplatz&start=1,
OEFFHALTESTOGD.9304735,9304735,POINT (16.254405087337503 48.21841781633545),Elsbeergasse,Elsbeergasse,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Elsbeergasse&start=1,
OEFFHALTESTOGD.9304736,9304736,POINT (16.254378087934874 48.218531515695396),Elsbeergasse,Elsbeergasse,52B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Elsbeergasse&start=1,
OEFFHALTESTOGD.9304737,9304737,POINT (16.332827603022306 48.21808256911668),Elterleinplatz,Elterleinplatz,N43,,11,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.9304738,9304738,POINT (16.332827603022306 48.21808256911668),Elterleinplatz,Elterleinplatz,N43,,10,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.9304739,9304739,POINT (16.331956307964543 48.21816636934363),Elterleinplatz,Elterleinplatz,43,,1,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.9304740,9304740,POINT (16.3309412139503 48.218722966705414),Elterleinplatz,Elterleinplatz,9,,1,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.9304741,9304741,POINT (16.33201910678819 48.218160368627764),Elterleinplatz,Elterleinplatz,N43,,11,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.9304742,9304742,POINT (16.33201910678819 48.218160368627764),Elterleinplatz,Elterleinplatz,N43,,10,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.9304743,9304743,POINT (16.33287250351538 48.21808256856811),Elterleinplatz,Elterleinplatz,43,,1,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.9304744,9304744,POINT (16.33091421285896 48.21839376815268),Elterleinplatz,Elterleinplatz,9,,1,https://anachb.vor.at?P=SQ&input=Wien%20Elterleinplatz&start=1,
OEFFHALTESTOGD.9304745,9304745,POINT (16.35222205977545 48.18272642520296),Embelgasse,Embelgasse,12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Embelgasse&start=1,
OEFFHALTESTOGD.9304746,9304746,POINT (16.290103820915014 48.15308760604877),Endemanngasse,Endemanngasse,"56A, 58B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Endemanngasse&start=1,
OEFFHALTESTOGD.9304747,9304747,POINT (16.291083016859996 48.15306960479596),Endemanngasse,Endemanngasse,"58A, 58B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Endemanngasse&start=1,
OEFFHALTESTOGD.9304748,9304748,POINT (16.29026552020323 48.15314750545997),Endemanngasse,Endemanngasse,56A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Endemanngasse&start=1,
OEFFHALTESTOGD.9304749,9304749,POINT (16.392646132136615 48.233265259348364),Engerthstraße/Innstraße,Engerthstraße/Innstraße,"11B, 11A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Engerthstraße/Innstraße&start=1,
OEFFHALTESTOGD.9304750,9304750,POINT (16.39288873070039 48.23333705870385),Engerthstraße/Innstraße,Engerthstraße/Innstraße,"11B, 11A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Engerthstraße/Innstraße&start=1,
OEFFHALTESTOGD.9304751,9304751,POINT (16.389016953691534 48.23658614604214),Engerthstraße/Traisengasse,Engerthstraße/Traisengasse,"11B, 5A, 11A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Engerthstraße/Traisengasse&start=1,
OEFFHALTESTOGD.9304752,9304752,POINT (16.388783454589486 48.236197147480006),Engerthstraße/Traisengasse,Engerthstraße/Traisengasse,"5A, 37A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Engerthstraße/Traisengasse&start=1,
OEFFHALTESTOGD.9304753,9304753,POINT (16.389403251054084 48.23606554741986),Engerthstraße/Traisengasse,Engerthstraße/Traisengasse,"11B, 11A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Engerthstraße/Traisengasse&start=1,
OEFFHALTESTOGD.9304754,9304754,POINT (16.53630399643314 48.20976798265555),Englisch-Feld-Gasse,Englisch-Feld-Gasse,"88A, 26A, N26",,2,https://anachb.vor.at?P=SQ&input=Wien%20Englisch-Feld-Gasse&start=1,
OEFFHALTESTOGD.9304755,9304755,POINT (16.53630399643314 48.20976798265555),Englisch-Feld-Gasse,Englisch-Feld-Gasse,N26,,10,https://anachb.vor.at?P=SQ&input=Wien%20Englisch-Feld-Gasse&start=1,
OEFFHALTESTOGD.9304756,9304756,POINT (16.53630399643314 48.20976798265555),Englisch-Feld-Gasse,Englisch-Feld-Gasse,N26,,11,https://anachb.vor.at?P=SQ&input=Wien%20Englisch-Feld-Gasse&start=1,
OEFFHALTESTOGD.9304757,9304757,POINT (16.536375896252228 48.20986978160289),Englisch-Feld-Gasse,Englisch-Feld-Gasse,"88A, 26A, N26",,2,https://anachb.vor.at?P=SQ&input=Wien%20Englisch-Feld-Gasse&start=1,
OEFFHALTESTOGD.9304758,9304758,POINT (16.536375896252228 48.20986978160289),Englisch-Feld-Gasse,Englisch-Feld-Gasse,N26,,10,https://anachb.vor.at?P=SQ&input=Wien%20Englisch-Feld-Gasse&start=1,
OEFFHALTESTOGD.9304759,9304759,POINT (16.536375896252228 48.20986978160289),Englisch-Feld-Gasse,Englisch-Feld-Gasse,N26,,11,https://anachb.vor.at?P=SQ&input=Wien%20Englisch-Feld-Gasse&start=1,
OEFFHALTESTOGD.9304760,9304760,POINT (16.430738969941213 48.206026432557344),Donaumarina,Donaumarina,"VAL 3, 77A, N81, 79A",,3,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304761,9304761,POINT (16.43069860859314 48.20602646579189),Donaumarina,Donaumarina,"VAL 3, 77A, N81, 79A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304762,9304762,POINT (16.43069860859314 48.20602646579189),Donaumarina,Donaumarina,N81,,10,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304763,9304763,POINT (16.43069860859314 48.20602646579189),Donaumarina,Donaumarina,N81,,11,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304764,9304764,POINT (16.43069860859314 48.20602646579189),Donaumarina,Donaumarina,N81,,13,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304765,9304765,POINT (16.43069860859314 48.20602646579189),Donaumarina,Donaumarina,N81,,12,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304766,9304766,POINT (16.430388570703126 48.20612223179635),Donaumarina,Donaumarina,"VAL 3, 77A, N81, 79A",,3,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304767,9304767,POINT (16.43034820927938 48.2061222649079),Donaumarina,Donaumarina,"VAL 3, 77A, N81, 79A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304768,9304768,POINT (16.43034820927938 48.2061222649079),Donaumarina,Donaumarina,N81,,10,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304769,9304769,POINT (16.43034820927938 48.2061222649079),Donaumarina,Donaumarina,N81,,11,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304770,9304770,POINT (16.43034820927938 48.2061222649079),Donaumarina,Donaumarina,N81,,13,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304771,9304771,POINT (16.43034820927938 48.2061222649079),Donaumarina,Donaumarina,N81,,12,https://anachb.vor.at?P=SQ&input=Wien%20Donaumarina&start=1,
OEFFHALTESTOGD.9304772,9304772,POINT (16.408357601923427 48.19500953196345),Erdbergstr./Schlachthausgasse,Erdbergstr./Schlachthausgasse,18,,1,https://anachb.vor.at?P=SQ&input=Wien%20Erdbergstr./Schlachthausgasse&start=1,
OEFFHALTESTOGD.9304773,9304773,POINT (16.381821373259264 48.15259615107761),Alaudagasse,Alaudagasse,17A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Alaudagasse&start=1,
OEFFHALTESTOGD.9304774,9304774,POINT (16.342071257055412 48.21714886751995),Alser Straße,Alser Straße,43,,1,https://anachb.vor.at?P=SQ&input=Wien%20Alser%20Straße&start=1,
OEFFHALTESTOGD.9304775,9304775,POINT (16.322667713890834 48.19058410662469),Anschützgasse,Anschützgasse,"60, 18, 49, 5",,1,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.9304776,9304776,POINT (16.322559914718944 48.19014100869815),Anschützgasse (Schwendergasse),Anschützgasse (Schwendergasse),57A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.9304777,9304777,POINT (16.32311681162577 48.19045240668328),Anschützgasse,Anschützgasse,N54,,13,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.9304778,9304778,POINT (16.32311681162577 48.19045240668328),Anschützgasse,Anschützgasse,N54,,12,https://anachb.vor.at?P=SQ&input=Wien%20Anschützgasse&start=1,
OEFFHALTESTOGD.9304779,9304779,POINT (16.387337208167693 48.26951928983017),Anton-Bosch-Gasse,Anton-Bosch-Gasse,34A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Anton-Bosch-Gasse&start=1,
OEFFHALTESTOGD.9305011,9305011,POINT (16.361402871148883 48.22324772640318),Seegasse,Seegasse,N38,,11,https://anachb.vor.at?P=SQ&input=Wien%20Seegasse&start=1,
OEFFHALTESTOGD.9305012,9305012,POINT (16.361402871148883 48.22324772640318),Seegasse,Seegasse,N38,,10,https://anachb.vor.at?P=SQ&input=Wien%20Seegasse&start=1,
OEFFHALTESTOGD.9305013,9305013,POINT (16.301449650839693 48.213790809149465),Ottakringer Friedhof,Ottakringer Friedhof,46A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Ottakringer%20Friedhof&start=1,
OEFFHALTESTOGD.9305014,9305014,POINT (16.30185384959489 48.214138007027245),Ottakringer Friedhof,Ottakringer Friedhof,"46B, 45A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Ottakringer%20Friedhof&start=1,
OEFFHALTESTOGD.9305015,9305015,POINT (16.30100045323109 48.21412610746897),Ottakringer Friedhof,Ottakringer Friedhof,45A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Ottakringer%20Friedhof&start=1,
OEFFHALTESTOGD.9305016,9305016,POINT (16.246674907731688 48.13189196576427),Kaltenleutgebner Str. 10/63,Kaltenleutgebner Str. 10/63,255,,3,https://anachb.vor.at?P=SQ&input=Wien%20Kaltenleutgebner%20Straße%2010/63&start=1,
OEFFHALTESTOGD.9305017,9305017,POINT (16.245614912075094 48.13173006747757),Kaltenleutgebner Str. 10/63,Kaltenleutgebner Str. 10/63,"255, 249",,3,https://anachb.vor.at?P=SQ&input=Wien%20Kaltenleutgebner%20Straße%2010/63&start=1,
OEFFHALTESTOGD.9305018,9305018,POINT (16.232885768484394 48.12915199163529),Kaltenleutgebner Straße 137,Kaltenleutgebner Straße 137,255,,3,https://anachb.vor.at?P=SQ&input=Wien%20Kaltenleutgebner%20Straße%20137&start=1,
OEFFHALTESTOGD.9305019,9305019,POINT (16.23300256829654 48.12908599204539),Kaltenleutgebner Straße 137,Kaltenleutgebner Straße 137,"255, 249",,3,https://anachb.vor.at?P=SQ&input=Wien%20Kaltenleutgebner%20Straße%20137&start=1,
OEFFHALTESTOGD.9305020,9305020,POINT (16.43350595201798 48.29638359846337),Salvigasse,Salvigasse,510,,3,https://anachb.vor.at?P=SQ&input=Wien%20Salvigasse&start=1,
OEFFHALTESTOGD.9305021,9305021,POINT (16.433550852165123 48.29650309768825),Salvigasse,Salvigasse,510,,3,https://anachb.vor.at?P=SQ&input=Wien%20Salvigasse&start=1,
OEFFHALTESTOGD.9305022,9305022,POINT (16.34896135456991 48.239846854793534),Gatterburggasse,Gatterburggasse,"35A, 10A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305023,9305023,POINT (16.349392551409178 48.23887765931823),Gatterburggasse,Gatterburggasse,N35,,11,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305024,9305024,POINT (16.349392551409178 48.23887765931823),Gatterburggasse,Gatterburggasse,N35,,10,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305025,9305025,POINT (16.349392551409178 48.23887765931823),Gatterburggasse,Gatterburggasse,N35,,13,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305026,9305026,POINT (16.349392551409178 48.23887765931823),Gatterburggasse,Gatterburggasse,N35,,12,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305027,9305027,POINT (16.349365551193678 48.23887765885086),Gatterburggasse,Gatterburggasse,38,,1,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305028,9305028,POINT (16.34932965151241 48.23897335888599),Gatterburggasse,Gatterburggasse,"10A, N38",,2,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305029,9305029,POINT (16.34932965151241 48.23897335888599),Gatterburggasse,Gatterburggasse,N38,,10,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305030,9305030,POINT (16.34932965151241 48.23897335888599),Gatterburggasse,Gatterburggasse,N38,,11,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305031,9305031,POINT (16.34916795292848 48.239284457854595),Gatterburggasse,Gatterburggasse,"N35, N38",,2,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305032,9305032,POINT (16.34916795292848 48.239284457854595),Gatterburggasse,Gatterburggasse,"N35, N38",,10,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305033,9305033,POINT (16.34916795292848 48.239284457854595),Gatterburggasse,Gatterburggasse,"N35, N38",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305034,9305034,POINT (16.34916795292848 48.239284457854595),Gatterburggasse,Gatterburggasse,"N35, N38",,13,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305035,9305035,POINT (16.34916795292848 48.239284457854595),Gatterburggasse,Gatterburggasse,"N35, N38",,12,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305036,9305036,POINT (16.349087053156605 48.23948795636291),Gatterburggasse,Gatterburggasse,38,,1,https://anachb.vor.at?P=SQ&input=Wien%20Gatterburggasse&start=1,
OEFFHALTESTOGD.9305037,9305037,POINT (16.42231728643967 48.16098568535933),Gattergasse,Gattergasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Gattergasse&start=1,
OEFFHALTESTOGD.9305038,9305038,POINT (16.422550784837505 48.160680086451165),Gattergasse,Gattergasse,69A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Gattergasse&start=1,
OEFFHALTESTOGD.9305039,9305039,POINT (16.31953260897597 48.17577207909715),Gatterhölzl,Gatterhölzl,"63A, 8A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Gatterhölzl&start=1,
OEFFHALTESTOGD.9305040,9305040,POINT (16.34427210143129 48.185685215993395),Gaudenzdorfer Gürtel (Arndtstraße),Gaudenzdorfer Gürtel (Arndtstraße),12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Gaudenzdorfer%20Gürtel&start=1,
